Country;Year;Age;Sex;Rate
Bangladesh;2018;15+;male;0,7667
Bangladesh;2018;25-64;female;0,6682
Bangladesh;2018;25-64;male;0,7283
Bangladesh;2018;65+;female;0,2676
Bangladesh;2018;65+;male;0,5307
Belarus;2018;15-24;female;0,9987
Belarus;2018;15-24;male;0,9983
Belarus;2018;15+;female;0,9973
Belarus;2018;15+;male;0,9979
Belarus;2018;25-64;female;0,9984
Belarus;2018;25-64;male;0,9979
Belarus;2018;65+;female;0,993
Belarus;2018;65+;male;0,9975
Benin;2018;15-24;female;0,5194
Benin;2018;15-24;male;0,6976
Benin;2018;15+;female;0,3107
Benin;2018;15+;male;0,5398
Benin;2018;25-64;female;0,2245
Benin;2018;25-64;male;0,4771
Benin;2018;65+;female;0,0227
Benin;2018;65+;male;0,1631
Bhutan;2018;15-24;female;0,992
Bhutan;2018;15-24;male;0,6095
Bhutan;2018;15+;female;0,9323
Bhutan;2018;15+;male;0,4236
Bhutan;2018;25-64;female;0,944
Bhutan;2018;25-64;male;0,3488
Bhutan;2018;65+;female;0,7854
Bhutan;2018;65+;male;0,0822
Bolivia (Plurinational State of);2018;15-24;female;0,9239
Bolivia (Plurinational State of);2018;15-24;male;0,933
Bolivia (Plurinational State of);2018;15+;female;0,6791
Bolivia (Plurinational State of);2018;15+;male;0,7391
Bolivia (Plurinational State of);2018;25-64;female;0,6071
Bolivia (Plurinational State of);2018;25-64;male;0,6975
Bolivia (Plurinational State of);2018;65+;female;0,2363
Bolivia (Plurinational State of);2018;65+;male;0,4012
Brazil;2018;15-24;female;0,9943
Brazil;2018;15-24;male;0,9898
Brazil;2018;15+;female;0,9343
Brazil;2018;15+;male;0,9301
Brazil;2018;25-64;female;0,951
Brazil;2018;25-64;male;0,9362
Brazil;2018;65+;female;0,7794
Brazil;2018;65+;male;0,7934
Brunei Darussalam;2018;15-24;female;0,9979
Brunei Darussalam;2018;15-24;male;0,9964
Brunei Darussalam;2018;15+;female;0,963
Brunei Darussalam;2018;15+;male;0,9805
Brunei Darussalam;2018;25-64;female;0,9806
Brunei Darussalam;2018;25-64;male;0,9822
Brunei Darussalam;2018;65+;female;0,6677
Brunei Darussalam;2018;65+;male;0,903
Burkina Faso;2018;15-24;female;0,5467
Burkina Faso;2018;15-24;male;0,6179
Burkina Faso;2018;15+;female;0,3269
Burkina Faso;2018;15+;male;0,5007
Burkina Faso;2018;25-64;female;0,2221
Burkina Faso;2018;25-64;male;0,4439
Burkina Faso;2018;65+;female;0,0414
Burkina Faso;2018;65+;male;0,1938
Cabo Verde;2018;15-24;female;0,9943
Cabo Verde;2018;15-24;male;0,7827
Cabo Verde;2018;15+;female;0,9786
Cabo Verde;2018;15+;male;0,5882
Cabo Verde;2018;25-64;female;0,9822
Cabo Verde;2018;25-64;male;0,5219
Cabo Verde;2018;65+;female;0,9329
Cabo Verde;2018;65+;male;0,1579
Cameroon;2018;15-24;female;0,8241
Cameroon;2018;15-24;male;0,8772
Cameroon;2018;15+;female;0,7159
Cameroon;2018;15+;male;0,8263
Cameroon;2018;25-64;female;0,695
Cameroon;2018;25-64;male;0,8131
Cameroon;2018;65+;female;0,2528
Cameroon;2018;65+;male;0,5971
Central African Republic;2018;15-24;female;0,2871
Central African Republic;2018;15-24;male;0,478
Central African Republic;2018;15+;female;0,2576
Central African Republic;2018;15+;male;0,4951
Central African Republic;2018;25-64;female;0,2453
Central African Republic;2018;25-64;male;0,5036
Central African Republic;2018;65+;female;0,1849
Central African Republic;2018;65+;male;0,5452
China;2018;15-24;female;0,9978
China;2018;15-24;male;0,9978
China;2018;15+;female;0,9516
China;2018;15+;male;0,9847
China;2018;25-64;female;0,9769
China;2018;25-64;male;0,9914
China;2018;65+;female;0,7797
China;2018;65+;male;0,9283
Colombia;2018;15-24;female;0,9907
Colombia;2018;15-24;male;0,9863
Colombia;2018;15+;female;0,9532
Colombia;2018;15+;male;0,9485
Colombia;2018;25-64;female;0,963
Colombia;2018;25-64;male;0,9532
Colombia;2018;65+;female;0,8321
Colombia;2018;65+;male;0,8344
Comoros;2018;15-24;female;0,783
Comoros;2018;15-24;male;0,7824
Comoros;2018;15+;female;0,5296
Comoros;2018;15+;male;0,6464
Comoros;2018;25-64;female;0,4414
Comoros;2018;25-64;male;0,6019
Comoros;2018;65+;female;0,0568
Comoros;2018;65+;male;0,2787
Congo;2018;15-24;female;0,7874
Congo;2018;15-24;male;0,8534
Congo;2018;15+;female;0,7462
Congo;2018;15+;male;0,8608
Congo;2018;25-64;female;0,7343
Congo;2018;25-64;male;0,8634
Congo;2018;65+;female;0,6407
Congo;2018;65+;male;0,8781
Costa Rica;2018;15-24;female;0,9953
Costa Rica;2018;15-24;male;0,9934
Costa Rica;2018;15+;female;0,9792
Costa Rica;2018;15+;male;0,978
Costa Rica;2018;25-64;female;0,9837
Costa Rica;2018;25-64;male;0,9807
Costa Rica;2018;65+;female;0,9318
Costa Rica;2018;65+;male;0,9342
C?te d'Ivoire;2018;15-24;female;0,5303
C?te d'Ivoire;2018;15-24;male;0,6384
C?te d'Ivoire;2018;15+;female;0,405
C?te d'Ivoire;2018;15+;male;0,5366
C?te d'Ivoire;2018;25-64;female;0,3503
C?te d'Ivoire;2018;25-64;male;0,4965
C?te d'Ivoire;2018;65+;female;0,1298
C?te d'Ivoire;2018;65+;male;0,3084
Cuba;2018;15-24;female;0,8437
Cuba;2018;15-24;male;0,5842
Cuba;2018;15+;female;0,7343
Cuba;2018;15+;male;0,4717
Cuba;2018;25-64;female;0,8814
Cuba;2018;25-64;male;0,4248
Cuba;2018;65+;female;0,8437
Cuba;2018;65+;male;0,2241
Democratic Republic of the Congo;2018;15-24;female;0,8978
Democratic Republic of the Congo;2018;15-24;male;0,9327
Democratic Republic of the Congo;2018;15+;female;0,8467
Democratic Republic of the Congo;2018;15+;male;0,7657
Democratic Republic of the Congo;2018;25-64;female;0,8407
Democratic Republic of the Congo;2018;25-64;male;0,7408
Democratic Republic of the Congo;2018;65+;female;0,6685
Democratic Republic of the Congo;2018;65+;male;0,2911
Dominican Republic;2018;15-24;female;0,9652
Dominican Republic;2018;15-24;male;0,9249
Dominican Republic;2018;15+;female;0,8721
Dominican Republic;2018;15+;male;0,7904
Dominican Republic;2018;25-64;female;0,8714
Dominican Republic;2018;25-64;male;0,7464
Dominican Republic;2018;65+;female;0,6136
Dominican Republic;2018;65+;male;0,5093
Ecuador;2018;15-24;female;0,9971
Ecuador;2018;15-24;male;0,9166
Ecuador;2018;15+;female;0,9566
Ecuador;2018;15+;male;0,7437
Ecuador;2018;25-64;female;0,9676
Ecuador;2018;25-64;male;0,7158
Ecuador;2018;65+;female;0,7434
Ecuador;2018;65+;male;0,4538
Egypt;2018;15-24;female;0,9993
Egypt;2018;15-24;male;0,5634
Egypt;2018;15+;female;0,9916
Egypt;2018;15+;male;0,5014
Egypt;2018;25-64;female;0,9957
Egypt;2018;25-64;male;0,4908
Egypt;2018;65+;female;0,9783
Egypt;2018;65+;male;0,2505
Eritrea;2018;15-24;female;0,9271
Eritrea;2018;15-24;male;0,9382
Eritrea;2018;15+;female;0,6895
Eritrea;2018;15+;male;0,8437
Eritrea;2018;25-64;female;0,6431
Eritrea;2018;25-64;male;0,8404
Eritrea;2018;65+;female;0,1739
Eritrea;2018;65+;male;0,4389
Gabon;2018;15-24;female;0,9145
Gabon;2018;15-24;male;0,8814
Gabon;2018;15+;female;0,8342
Gabon;2018;15+;male;0,8585
Gabon;2018;25-64;female;0,8264
Gabon;2018;25-64;male;0,8538
Gabon;2018;65+;female;0,5674
Gabon;2018;65+;male;0,7969
Ghana;2018;15-24;female;0,9221
Ghana;2018;15-24;male;0,9276
Ghana;2018;15+;female;0,7447
Ghana;2018;15+;male;0,8352
Ghana;2018;25-64;female;0,6891
Ghana;2018;25-64;male;0,8026
Ghana;2018;65+;female;0,3901
Ghana;2018;65+;male;0,6497
Guatemala;2018;15-24;female;0,8783
Guatemala;2018;15-24;male;0,9934
Guatemala;2018;15+;female;0,8153
Guatemala;2018;15+;male;0,9823
Guatemala;2018;25-64;female;0,7956
Guatemala;2018;25-64;male;0,984
Guatemala;2018;65+;female;0,5742
Guatemala;2018;65+;male;0,9071
Honduras;2018;15-24;female;0,9819
Honduras;2018;15-24;male;0,9489
Honduras;2018;15+;female;0,8727
Honduras;2018;15+;male;0,8714
Honduras;2018;25-64;female;0,8754
Honduras;2018;25-64;male;0,8667
Honduras;2018;65+;female;0,582
Honduras;2018;65+;male;0,6521
India;2018;15-24;female;0,9017
India;2018;15-24;male;0,9299
India;2018;15+;female;0,6579
India;2018;15+;male;0,8237
India;2018;25-64;female;0,6173
India;2018;25-64;male;0,8074
India;2018;65+;female;0,3029
India;2018;65+;male;0,6167
Indonesia;2018;15-24;female;0,997
Indonesia;2018;15-24;male;0,9972
Indonesia;2018;15+;female;0,9399
Indonesia;2018;15+;male;0,9733
Indonesia;2018;25-64;female;0,9566
Indonesia;2018;25-64;male;0,9787
Indonesia;2018;65+;female;0,6559
Indonesia;2018;65+;male;0,8461
Iran (Islamic Republic of);2018;15-24;female;0,9975
Iran (Islamic Republic of);2018;15-24;male;0,9908
Iran (Islamic Republic of);2018;15+;female;0,9959
Iran (Islamic Republic of);2018;15+;male;0,9606
Iran (Islamic Republic of);2018;25-64;female;0,9977
Iran (Islamic Republic of);2018;25-64;male;0,9631
Iran (Islamic Republic of);2018;65+;female;0,9713
Iran (Islamic Republic of);2018;65+;male;0,7265
Iraq;2018;15-24;female;0,5271
Iraq;2018;15-24;male;0,598
Iraq;2018;15+;female;0,4401
Iraq;2018;15+;male;0,5624
Iraq;2018;25-64;female;0,4223
Iraq;2018;25-64;male;0,5594
Iraq;2018;65+;female;0,1632
Iraq;2018;65+;male;0,3573
Italy;2018;15-24;female;0,9995
Italy;2018;15-24;male;0,9992
Italy;2018;15+;female;0,9897
Italy;2018;15+;male;0,9935
Italy;2018;25-64;female;0,9958
Italy;2018;25-64;male;0,9956
Italy;2018;65+;female;0,9733
Italy;2018;65+;male;0,9849
Jordan;2018;15-24;female;0,9949
Jordan;2018;15-24;male;0,992
Jordan;2018;15+;female;0,9783
Jordan;2018;15+;male;0,9861
Jordan;2018;25-64;female;0,9826
Jordan;2018;25-64;male;0,9853
Jordan;2018;65+;female;0,8561
Jordan;2018;65+;male;0,9646
Kenya;2018;15-24;female;0,8808
Kenya;2018;15-24;male;0,8759
Kenya;2018;15+;female;0,7819
Kenya;2018;15+;male;0,8499
Kenya;2018;25-64;female;0,7528
Kenya;2018;25-64;male;0,8398
Kenya;2018;65+;female;0,437
Kenya;2018;65+;male;0,7642
Kuwait;2018;15-24;female;0,995
Kuwait;2018;15-24;male;0,9878
Kuwait;2018;15+;female;0,9491
Kuwait;2018;15+;male;0,9667
Kuwait;2018;25-64;female;0,9583
Kuwait;2018;25-64;male;0,9654
Kuwait;2018;65+;female;0,5505
Kuwait;2018;65+;male;0,888
Kyrgyzstan;2018;15-24;female;0,9981
Kyrgyzstan;2018;15-24;male;0,9969
Kyrgyzstan;2018;15+;female;0,995
Kyrgyzstan;2018;15+;male;0,9968
Kyrgyzstan;2018;25-64;female;0,9978
Kyrgyzstan;2018;25-64;male;0,9975
Kyrgyzstan;2018;65+;female;0,9616
Kyrgyzstan;2018;65+;male;0,9871
Lebanon;2018;15-24;female;0,9984
Lebanon;2018;15-24;male;0,9966
Lebanon;2018;15+;female;0,9331
Lebanon;2018;15+;male;0,9685
Lebanon;2018;25-64;female;0,9601
Lebanon;2018;25-64;male;0,9742
Lebanon;2018;65+;female;0,6043
Lebanon;2018;65+;male;0,8488
Madagascar;2018;15-24;female;0,8068
Madagascar;2018;15-24;male;0,8172
Madagascar;2018;15+;female;0,7238
Madagascar;2018;15+;male;0,7728
Madagascar;2018;25-64;female;0,6972
Madagascar;2018;25-64;male;0,7543
Madagascar;2018;65+;female;0,4924
Madagascar;2018;65+;male;0,6766
Mali;2018;15-24;female;0,434
Mali;2018;15-24;male;0,5783
Mali;2018;15+;female;0,2574
Mali;2018;15+;male;0,4618
Mali;2018;25-64;female;0,1789
Mali;2018;25-64;male;0,4274
Mali;2018;65+;female;0,0695
Mali;2018;65+;male;0,2674
Malta;2018;15-24;female;0,9956
Malta;2018;15-24;male;0,9906
Malta;2018;15+;female;0,9599
Malta;2018;15+;male;0,9301
Malta;2018;25-64;female;0,9792
Malta;2018;25-64;male;0,9394
Malta;2018;65+;female;0,8967
Malta;2018;65+;male;0,8645
Mauritius;2018;15-24;female;0,9935
Mauritius;2018;15-24;male;0,9874
Mauritius;2018;15+;female;0,8937
Mauritius;2018;15+;male;0,9336
Mauritius;2018;25-64;female;0,9252
Mauritius;2018;25-64;male;0,934
Mauritius;2018;65+;female;0,644
Mauritius;2018;65+;male;0,9336
Mexico;2018;15-24;female;0,9939
Mexico;2018;15-24;male;0,9925
Mexico;2018;15+;female;0,9461
Mexico;2018;15+;male;0,9623
Mexico;2018;25-64;female;0,9599
Mexico;2018;25-64;male;0,9703
Mexico;2018;65+;female;0,7744
Mexico;2018;65+;male;0,8449
Mongolia;2018;15-24;female;0,9908
Mongolia;2018;15-24;male;0,9819
Mongolia;2018;15+;female;0,9865
Mongolia;2018;15+;male;0,9819
Mongolia;2018;25-64;female;0,9872
Mongolia;2018;25-64;male;0,9817
Mongolia;2018;65+;female;0,9658
Mongolia;2018;65+;male;0,9836
Montenegro;2018;15-24;female;0,9897
Montenegro;2018;15-24;male;0,9923
Montenegro;2018;15+;female;0,9827
Montenegro;2018;15+;male;0,9945
Montenegro;2018;25-64;female;0,9914
Montenegro;2018;25-64;male;0,9954
Montenegro;2018;65+;female;0,9504
Montenegro;2018;65+;male;0,993
Morocco;2018;15-24;female;0,974
Morocco;2018;15-24;male;0,9804
Morocco;2018;15+;female;0,6459
Morocco;2018;15+;male;0,833
Morocco;2018;25-64;female;0,6097
Morocco;2018;25-64;male;0,8251
Morocco;2018;65+;female;0,1902
Morocco;2018;65+;male;0,5142
Namibia;2018;15-24;female;0,962
Namibia;2018;15-24;male;0,9411
Namibia;2018;15+;female;0,9144
Namibia;2018;15+;male;0,9163
Namibia;2018;25-64;female;0,9187
Namibia;2018;25-64;male;0,9152
Namibia;2018;65+;female;0,9144
Namibia;2018;65+;male;0,7515
Nepal;2018;15-24;female;0,9088
Nepal;2018;15-24;male;0,9403
Nepal;2018;15+;female;0,5972
Nepal;2018;15+;male;0,7859
Nepal;2018;25-64;female;0,5135
Nepal;2018;25-64;male;0,7444
Nepal;2018;65+;female;0,0865
Nepal;2018;65+;male;0,415
Niger;2018;15-24;female;0,812
Niger;2018;15-24;male;0,9975
Niger;2018;15+;female;0,748
Niger;2018;15+;male;0,9507
Niger;2018;25-64;female;0,7255
Niger;2018;25-64;male;0,9672
Niger;2018;65+;female;0,5768
Niger;2018;65+;male;0,7167
Nigeria;2018;15-24;female;0,6826
Nigeria;2018;15-24;male;0,8158
Nigeria;2018;15+;female;0,5266
Nigeria;2018;15+;male;0,7126
Nigeria;2018;25-64;female;0,4699
Nigeria;2018;25-64;male;0,6778
Nigeria;2018;65+;female;0,1763
Nigeria;2018;65+;male;0,4011
Oman;2018;15-24;female;0,9898
Oman;2018;15-24;male;0,9836
Oman;2018;15+;female;0,9269
Oman;2018;15+;male;0,9699
Oman;2018;25-64;female;0,923
Oman;2018;25-64;male;0,974
Oman;2018;65+;female;0,5487
Oman;2018;65+;male;0,5897
Pakistan;2018;15-24;female;0,993
Pakistan;2018;15-24;male;0,5013
Pakistan;2018;15+;female;0,945
Pakistan;2018;15+;male;0,3547
Pakistan;2018;25-64;female;0,9588
Pakistan;2018;25-64;male;0,2949
Pakistan;2018;65+;female;0,8821
Pakistan;2018;65+;male;0,1908
Palestine;2018;15-24;female;0,9938
Palestine;2018;15-24;male;0,9929
Palestine;2018;15+;female;0,9574
Palestine;2018;15+;male;0,9866
Palestine;2018;25-64;female;0,9605
Palestine;2018;25-64;male;0,989
Palestine;2018;65+;female;0,5721
Palestine;2018;65+;male;0,9149
Panama;2018;15-24;female;0,9887
Panama;2018;15-24;male;0,9931
Panama;2018;15+;female;0,9488
Panama;2018;15+;male;0,9597
Panama;2018;25-64;female;0,9574
Panama;2018;25-64;male;0,9699
Panama;2018;65+;female;0,8489
Panama;2018;65+;male;0,8502
Paraguay;2018;15-24;female;0,9887
Paraguay;2018;15-24;male;0,9773
Paraguay;2018;15+;female;0,9353
Paraguay;2018;15+;male;0,9451
Paraguay;2018;25-64;female;0,95
Paraguay;2018;25-64;male;0,9565
Paraguay;2018;65+;female;0,684
Paraguay;2018;65+;male;0,7589
Peru;2018;15-24;female;0,9897
Peru;2018;15-24;male;0,9908
Peru;2018;15+;female;0,917
Peru;2018;15+;male;0,9712
Peru;2018;25-64;female;0,9262
Peru;2018;25-64;male;0,9726
Peru;2018;65+;female;0,6916
Peru;2018;65+;male;0,9061
Portugal;2018;15-24;female;0,997
Portugal;2018;15-24;male;0,9963
Portugal;2018;15+;female;0,9507
Portugal;2018;15+;male;0,9735
Portugal;2018;25-64;female;0,9873
Portugal;2018;25-64;male;0,9853
Portugal;2018;65+;female;0,8507
Portugal;2018;65+;male;0,9275
Republic of Moldova;2018;15-24;female;0,9904
Republic of Moldova;2018;15-24;male;0,9932
Republic of Moldova;2018;15+;female;0,9133
Republic of Moldova;2018;15+;male;0,9538
Republic of Moldova;2018;25-64;female;0,9296
Republic of Moldova;2018;25-64;male;0,9648
Republic of Moldova;2018;65+;female;0,7317
Republic of Moldova;2018;65+;male;0,8067
Romania;2018;15-24;female;0,9944
Romania;2018;15-24;male;0,9942
Romania;2018;15+;female;0,986
Romania;2018;15+;male;0,9911
Romania;2018;25-64;female;0,9889
Romania;2018;25-64;male;0,9906
Romania;2018;65+;female;0,9748
Romania;2018;65+;male;0,9905
Rwanda;2018;15-24;female;0,885
Rwanda;2018;15-24;male;0,8433
Rwanda;2018;15+;female;0,6939
Rwanda;2018;15+;male;0,7756
Rwanda;2018;25-64;female;0,6546
Rwanda;2018;25-64;male;0,7603
Rwanda;2018;65+;female;0,1493
Rwanda;2018;65+;male;0,5068
Samoa;2018;15-24;female;0,9944
Samoa;2018;15-24;male;0,9884
Samoa;2018;15+;female;0,9925
Samoa;2018;15+;male;0,9896
Samoa;2018;25-64;female;0,9933
Samoa;2018;25-64;male;0,9914
Samoa;2018;65+;female;0,9802
Samoa;2018;65+;male;0,9771
San Marino;2018;15-24;female;1
San Marino;2018;15-24;male;1
San Marino;2018;15+;female;0,999
San Marino;2018;15+;male;0,9993
San Marino;2018;25-64;female;0,9998
San Marino;2018;25-64;male;0,9998
San Marino;2018;65+;female;0,9965
San Marino;2018;65+;male;0,9976
Sao Tome and Principe;2018;15-24;female;0,9785
Sao Tome and Principe;2018;15-24;male;0,9771
Sao Tome and Principe;2018;15+;female;0,8952
Sao Tome and Principe;2018;15+;male;0,9616
Sao Tome and Principe;2018;25-64;female;0,8966
Sao Tome and Principe;2018;25-64;male;0,9631
Sao Tome and Principe;2018;65+;female;0,4034
Sao Tome and Principe;2018;65+;male;0,8217
Serbia;2018;15-24;female;0,9818
Serbia;2018;15-24;male;0,9841
Serbia;2018;15+;female;0,9755
Serbia;2018;15+;male;0,9908
Serbia;2018;25-64;female;0,9913
Serbia;2018;25-64;male;0,9926
Serbia;2018;65+;female;0,9309
Serbia;2018;65+;male;0,9898
Seychelles;2018;15-24;female;0,996
Seychelles;2018;15-24;male;0,9856
Seychelles;2018;15+;female;0,9635
Seychelles;2018;15+;male;0,9541
Seychelles;2018;25-64;female;0,9809
Seychelles;2018;25-64;male;0,9679
Seychelles;2018;65+;female;0,8096
Seychelles;2018;65+;male;0,7637
Sierra Leone;2018;15-24;female;0,627
Sierra Leone;2018;15-24;male;0,7058
Sierra Leone;2018;15+;female;0,3485
Sierra Leone;2018;15+;male;0,5165
Sierra Leone;2018;25-64;female;0,2227
Sierra Leone;2018;25-64;male;0,4385
Sierra Leone;2018;65+;female;0,0072
Sierra Leone;2018;65+;male;0,0971
Singapore;2018;15-24;female;0,9994
Singapore;2018;15-24;male;0,9992
Singapore;2018;15+;female;0,9592
Singapore;2018;15+;male;0,9885
Singapore;2018;25-64;female;0,9529
Singapore;2018;25-64;male;0,9867
South Sudan;2018;15-24;female;0,4737
South Sudan;2018;15-24;male;0,4843
South Sudan;2018;15+;female;0,2886
South Sudan;2018;15+;male;0,4026
South Sudan;2018;25-64;female;0,2056
South Sudan;2018;25-64;male;0,3751
South Sudan;2018;65+;female;0,0639
South Sudan;2018;65+;male;0,1734
Spain;2018;15-24;female;0,9974
Spain;2018;15-24;male;0,9969
Spain;2018;15+;female;0,9797
Spain;2018;15+;male;0,9893
Spain;2018;25-64;female;0,9929
Spain;2018;25-64;male;0,9933
Spain;2018;65+;female;0,9373
Spain;2018;65+;male;0,9713
Sudan;2018;15-24;female;0,7349
Sudan;2018;15-24;male;0,7251
Sudan;2018;15+;female;0,5606
Sudan;2018;15+;male;0,6544
Sudan;2018;25-64;female;0,506
Sudan;2018;25-64;male;0,634
Sudan;2018;65+;female;0,1625
Sudan;2018;65+;male;0,4316
Suriname;2018;15-24;female;0,984
Suriname;2018;15-24;male;0,9888
Suriname;2018;15+;female;0,9271
Suriname;2018;15+;male;0,9607
Suriname;2018;25-64;female;0,9331
Suriname;2018;25-64;male;0,9623
Suriname;2018;65+;female;0,7725
Suriname;2018;65+;male;0,8618
Swaziland;2018;15-24;female;0,967
Swaziland;2018;15-24;male;0,943
Swaziland;2018;15+;female;0,8854
Swaziland;2018;15+;male;0,8829
Swaziland;2018;25-64;female;0,89
Swaziland;2018;25-64;male;0,8669
Swaziland;2018;65+;female;0,5229
Swaziland;2018;65+;male;0,6238
Timor-Leste;2018;15-24;female;0,8465
Timor-Leste;2018;15-24;male;0,8246
Timor-Leste;2018;15+;female;0,6421
Timor-Leste;2018;15+;male;0,7187
Timor-Leste;2018;25-64;female;0,5914
Timor-Leste;2018;25-64;male;0,7107
Timor-Leste;2018;65+;female;0,095
Timor-Leste;2018;65+;male;0,2141
Tonga;2018;15-24;female;0,9954
Tonga;2018;15-24;male;0,9935
Tonga;2018;15+;female;0,9948
Tonga;2018;15+;male;0,9935
Tonga;2018;25-64;female;0,9948
Tonga;2018;25-64;male;0,9939
Tonga;2018;65+;female;0,9926
Tonga;2018;65+;male;0,9911
Tunisia;2018;15-24;female;0,9773
Tunisia;2018;15-24;male;0,9516
Tunisia;2018;15+;female;0,7375
Tunisia;2018;15+;male;0,9153
Tunisia;2018;25-64;female;0,7144
Tunisia;2018;25-64;male;0,917
Tunisia;2018;65+;female;0,3411
Tunisia;2018;65+;male;0,697
Turkey;2018;15-24;female;0,9863
Turkey;2018;15-24;male;0,9911
Turkey;2018;15+;female;0,9842
Turkey;2018;15+;male;0,9885
Turkey;2018;25-64;female;0,9845
Turkey;2018;25-64;male;0,9934
Turkey;2018;65+;female;0,9732
Turkey;2018;65+;male;0,9685
Uganda;2018;15-24;female;0,8995
Uganda;2018;15-24;male;0,8883
Uganda;2018;15+;female;0,7084
Uganda;2018;15+;male;0,8266
Uganda;2018;25-64;female;0,6145
Uganda;2018;25-64;male;0,792
Uganda;2018;65+;female;0,2631
Uganda;2018;65+;male;0,6591
Ukraine;2018;15-24;female;0,9975
Ukraine;2018;15-24;male;0,9965
Ukraine;2018;15+;female;0,9973
Ukraine;2018;15+;male;0,9973
Ukraine;2018;25-64;female;0,999
Ukraine;2018;25-64;male;0,9973
Ukraine;2018;65+;female;1
Ukraine;2018;65+;male;0,9976
Uruguay;2018;15-24;female;0,9917
Uruguay;2018;15-24;male;0,986
Uruguay;2018;15+;female;0,9901
Uruguay;2018;15+;male;0,9837
Uruguay;2018;25-64;female;0,9924
Uruguay;2018;25-64;male;0,9855
Uruguay;2018;65+;female;0,9817
Uruguay;2018;65+;male;0,9729
Vanuatu;2018;15-24;female;0,966
Vanuatu;2018;15-24;male;0,9598
Vanuatu;2018;15+;female;0,8671
Vanuatu;2018;15+;male;0,8831
Vanuatu;2018;25-64;female;0,8607
Vanuatu;2018;25-64;male;0,8764
Vanuatu;2018;65+;female;0,4322
Vanuatu;2018;65+;male;0,5794
Viet Nam;2018;15-24;female;0,9835
Viet Nam;2018;15-24;male;0,9846
Viet Nam;2018;15+;female;0,936
Viet Nam;2018;15+;male;0,9646
Viet Nam;2018;25-64;female;0,945
Viet Nam;2018;25-64;male;0,9611
Viet Nam;2018;65+;female;0,8031
Viet Nam;2018;65+;male;0,9449
Zambia;2018;15-24;female;0,9163
Zambia;2018;15-24;male;0,9256
Zambia;2018;15+;female;0,8308
Zambia;2018;15+;male;0,906
Zambia;2018;25-64;female;0,8048
Zambia;2018;25-64;male;0,8982
Zambia;2018;65+;female;0,4686
Zambia;2018;65+;male;0,8093
